Name,Type,Forward_MACs,FPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
/backbone/stages.1/op_list.4/main/point_conv/conv/Conv,Conv,85100544,1.29%,1589760,0.15%,65664,0.14%,1x512x36x36,1x128x36x36
/backbone/stages.1/op_list.4/Add,Add,165888,0.00%,1327104,0.13%,0,0.00%,1x128x36x36,1x128x36x36
/backbone/stages.1/op_list.5/main/inverted_conv/conv/Conv,Conv,85598208,1.30%,5572608,0.54%,66048,0.14%,1x128x36x36,1x512x36x36
/backbone/stages.1/op_list.5/main/inverted_conv/act/Relu,Relu,663552,0.01%,5308416,0.51%,0,0.00%,1x512x36x36,1x512x36x36
/backbone/stages.1/op_list.5/main/depth_conv/conv/Conv,Conv,6635520,0.10%,5328896,0.51%,5120,0.01%,1x512x36x36,1x512x36x36
/backbone/stages.1/op_list.5/main/depth_conv/act/Relu,Relu,663552,0.01%,5308416,0.51%,0,0.00%,1x512x36x36,1x512x36x36
/backbone/stages.1/op_list.5/main/point_conv/conv/Conv,Conv,85100544,1.29%,1589760,0.15%,65664,0.14%,1x512x36x36,1x128x36x36
/backbone/stages.1/op_list.5/Add,Add,165888,0.00%,1327104,0.13%,0,0.00%,1x128x36x36,1x128x36x36
/backbone/stages.2/op_list.0/main/inverted_conv/conv/Conv,Conv,85598208,1.30%,5572608,0.54%,66048,0.14%,1x128x36x36,1x512x36x36
/backbone/stages.2/op_list.0/main/inverted_conv/act/Relu,Relu,663552,0.01%,5308416,0.51%,0,0.00%,1x512x36x36,1x512x36x36
/backbone/stages.2/op_list.0/main/depth_conv/conv/Conv,Conv,1658880,0.03%,1347584,0.13%,5120,0.01%,1x512x36x36,1x512x18x18
/backbone/stages.2/op_list.0/main/depth_conv/act/Relu,Relu,165888,0.00%,1327104,0.13%,0,0.00%,1x512x18x18,1x512x18x18
/backbone/stages.2/op_list.0/main/point_conv/conv/Conv,Conv,42550272,0.64%,1188864,0.11%,131328,0.27%,1x512x18x18,1x256x18x18
/backbone/stages.2/op_list.1/context_module/main/qkv/conv/Conv,Conv,63700992,0.96%,2777088,0.27%,196608,0.40%,1x256x18x18,1x768x18x18
/backbone/stages.2/op_list.1/context_module/main/aggreg.0/aggreg.0.0/Conv,Conv,6220800,0.09%,2067456,0.20%,19200,0.04%,1x768x18x18,1x768x18x18
/backbone/stages.2/op_list.1/context_module/main/aggreg.0/aggreg.0.1/Conv,Conv,7962624,0.12%,2088960,0.20%,24576,0.05%,1x768x18x18,1x768x18x18
/backbone/stages.2/op_list.1/context_module/main/Concat,Concat,0,0.00%,3981312,0.38%,0,0.00%,1x768x18x18,1x1536x18x18
/backbone/stages.2/op_list.1/context_module/main/Shape,Shape,0,0.00%,32,0.00%,0,0.00%,1x1536x18x18,4
/backbone/stages.2/op_list.1/context_module/main/Gather,Gather,0,0.00%,0,0.00%,0,0.00%,4,0
/backbone/stages.2/op_list.1/context_module/main/Unsqueeze,Unsqueeze,0,0.00%,16,0.00%,1,0.00%,0,1
/backbone/stages.2/op_list.1/context_module/main/Concat_1,Concat,0,0.00%,56,0.00%,3,0.00%,1,4
/backbone/stages.2/op_list.1/context_module/main/Reshape,Reshape,0,0.00%,3981312,0.38%,0,0.00%,1x1536x18x18,1x16x96x324
/backbone/stages.2/op_list.1/context_module/main/Slice,Slice,0,0.00%,1327128,0.13%,3,0.00%,1x16x96x324,1x16x32x324
/backbone/stages.2/op_list.1/context_module/main/Slice_1,Slice,0,0.00%,1327112,0.13%,1,0.00%,1x16x96x324,1x16x32x324
/backbone/stages.2/op_list.1/context_module/main/Slice_2,Slice,0,0.00%,1327112,0.13%,1,0.00%,1x16x96x324,1x16x32x324
/backbone/stages.2/op_list.1/context_module/main/kernel_func/Relu,Relu,165888,0.00%,1327104,0.13%,0,0.00%,1x16x32x324,1x16x32x324
/backbone/stages.2/op_list.1/context_module/main/kernel_func_1/Relu,Relu,165888,0.00%,1327104,0.13%,0,0.00%,1x16x32x324,1x16x32x324
/backbone/stages.2/op_list.1/context_module/main/Transpose,Transpose,0,0.00%,1327104,0.13%,0,0.00%,1x16x32x324,1x16x324x32
/backbone/stages.2/op_list.1/context_module/main/Pad,Pad,0,0.00%,1368640,0.13%,8,0.00%,1x16x32x324,1x16x33x324
/backbone/stages.2/op_list.1/context_module/main/MatMul,MatMul,5474304,0.08%,135168,0.01%,0,0.00%,1x16x33x324,1x16x33x32
/backbone/stages.2/op_list.1/context_module/main/MatMul_1,MatMul,5474304,0.08%,1368576,0.13%,0,0.00%,1x16x33x32,1x16x33x324
/backbone/stages.2/op_list.1/context_module/main/Slice_4,Slice,0,0.00%,1327104,0.13%,0,0.00%,1x16x33x324,1x16x32x324
/backbone/stages.2/op_list.1/context_module/main/Slice_5,Slice,0,0.00%,41472,0.00%,0,0.00%,1x16x33x324,1x16x1x324
/backbone/stages.2/op_list.1/context_module/main/Add,Add,5184,0.00%,41472,0.00%,0,0.00%,1x16x1x324,1x16x1x324
/backbone/stages.2/op_list.1/context_module/main/Div,Div,663552,0.01%,1327104,0.13%,0,0.00%,1x16x32x324,1x16x32x324
/backbone/stages.2/op_list.1/context_module/main/Concat_3,Concat,0,0.00%,40,0.00%,1,0.00%,1,4
/backbone/stages.2/op_list.1/context_module/main/Reshape_3,Reshape,0,0.00%,1327104,0.13%,0,0.00%,1x16x32x324,1x512x18x18
/backbone/stages.2/op_list.1/context_module/main/proj/conv/Conv,Conv,42550272,0.64%,1188864,0.11%,131328,0.27%,1x512x18x18,1x256x18x18
/backbone/stages.2/op_list.1/context_module/Add,Add,82944,0.00%,663552,0.06%,0,0.00%,1x256x18x18,1x256x18x18
/backbone/stages.2/op_list.1/local_module/main/inverted_conv/conv/Conv,Conv,85266432,1.29%,3706880,0.36%,263168,0.54%,1x256x18x18,1x1024x18x18
/backbone/stages.2/op_list.1/local_module/main/inverted_conv/act/Relu,Relu,331776,0.01%,2654208,0.26%,0,0.00%,1x1024x18x18,1x1024x18x18
/backbone/stages.2/op_list.1/local_module/main/depth_conv/conv/Conv,Conv,3317760,0.05%,2695168,0.26%,10240,0.02%,1x1024x18x18,1x1024x18x18
/backbone/stages.2/op_list.1/local_module/main/depth_conv/act/Relu,Relu,331776,0.01%,2654208,0.26%,0,0.00%,1x1024x18x18,1x1024x18x18
/backbone/stages.2/op_list.1/local_module/main/point_conv/conv/Conv,Conv,85017600,1.29%,1713152,0.16%,262400,0.54%,1x1024x18x18,1x256x18x18
/backbone/stages.2/op_list.1/local_module/Add,Add,82944,0.00%,663552,0.06%,0,0.00%,1x256x18x18,1x256x18x18
/backbone/stages.2/op_list.2/context_module/main/qkv/conv/Conv,Conv,63700992,0.96%,2777088,0.27%,196608,0.40%,1x256x18x18,1x768x18x18
